street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,date
7108 HEATHER TREE DR,SACRAMENTO,095842,CA,3,2,1159,Residential,Mon May 19 00:00:00 EDT 2008,170000,38.695677,-121.36022,Mon
2956 DAVENPORT WAY,SACRAMENTO,095833,CA,4,2,1917,Residential,Mon May 19 00:00:00 EDT 2008,170000,38.620687,-121.482619,Mon
10062 LINCOLN VILLAGE DR,SACRAMENTO,095827,CA,3,2,1520,Residential,Mon May 19 00:00:00 EDT 2008,170000,38.564,-121.320023,Mon
332 PALIN AVE,GALT,095632,CA,3,2,1204,Residential,Mon May 19 00:00:00 EDT 2008,174000,38.260467,-121.302636,Mon
4649 FREEWAY CIR,SACRAMENTO,095841,CA,3,2,1120,Residential,Mon May 19 00:00:00 EDT 2008,178000,38.658734,-121.357196,Mon
8593 DERLIN WAY,SACRAMENTO,095823,CA,3,2,1436,Residential,Mon May 19 00:00:00 EDT 2008,180000,38.447585,-121.426627,Mon
9273 PREMIER WAY,SACRAMENTO,095826,CA,3,2,1451,Residential,Mon May 19 00:00:00 EDT 2008,180000,38.55992,-121.352539,Mon
8032 DUSENBERG CT,SACRAMENTO,095828,CA,4,2,1638,Residential,Mon May 19 00:00:00 EDT 2008,180000,38.466499,-121.381119,Mon
7110 STELLA LN Unit 15,CARMICHAEL,095608,CA,2,2,1000,Condo,Mon May 19 00:00:00 EDT 2008,182000,38.637396,-121.300055,Mon
1786 PIEDMONT WAY,ROSEVILLE,095661,CA,3,1,1152,Residential,Mon May 19 00:00:00 EDT 2008,188325,38.72748,-121.256537,Mon
1347 HIDALGO CIR,ROSEVILLE,095747,CA,3,2,1154,Residential,Mon May 19 00:00:00 EDT 2008,191500,38.747878,-121.311279,Mon
212 CAPPUCINO WAY,SACRAMENTO,095838,CA,3,2,1353,Residential,Mon May 19 00:00:00 EDT 2008,192000,38.657811,-121.465327,Mon
5938 WOODBRIAR WAY,CITRUS HEIGHTS,095621,CA,3,2,1329,Residential,Mon May 19 00:00:00 EDT 2008,192700,38.706152,-121.325399,Mon
3801 WILDROSE WAY,SACRAMENTO,095826,CA,3,1,1356,Residential,Mon May 19 00:00:00 EDT 2008,195000,38.544368,-121.369979,Mon
508 SAMUEL WAY,SACRAMENTO,095838,CA,3,2,1505,Residential,Mon May 19 00:00:00 EDT 2008,197654,38.645689,-121.452766,Mon
6128 CARL SANDBURG CIR,SACRAMENTO,095842,CA,3,1,1009,Residential,Mon May 19 00:00:00 EDT 2008,198000,38.681541,-121.355616,Mon
1 KENNELFORD CIR,SACRAMENTO,095823,CA,3,2,1144,Residential,Mon May 19 00:00:00 EDT 2008,200345,38.46452,-121.427606,Mon
909 SINGINGWOOD RD,SACRAMENTO,095864,CA,2,1,930,Residential,Mon May 19 00:00:00 EDT 2008,203000,38.581471,-121.38839,Mon
6671 FOXWOOD CT,SACRAMENTO,095841,CA,4,2,1766,Residential,Mon May 19 00:00:00 EDT 2008,207000,38.687943,-121.328883,Mon
8165 AYN RAND CT,SACRAMENTO,095828,CA,4,3,1940,Residential,Mon May 19 00:00:00 EDT 2008,208000,38.468639,-121.403265,Mon
9474 VILLAGE TREE DR,ELK GROVE,095758,CA,4,2,1776,Residential,Mon May 19 00:00:00 EDT 2008,210000,38.413947,-121.408276,Mon
7213 CALVIN DR,CITRUS HEIGHTS,095621,CA,3,1,1258,Residential,Mon May 19 00:00:00 EDT 2008,212000,38.698154,-121.298375,Mon
8167 DERBY PARK CT,SACRAMENTO,095828,CA,4,2,1872,Residential,Mon May 19 00:00:00 EDT 2008,213675,38.460492,-121.373379,Mon
6344 LAGUNA MIRAGE LN,ELK GROVE,095758,CA,2,2,1112,Residential,Mon May 19 00:00:00 EDT 2008,213697,38.423963,-121.428875,Mon
2945 RED HAWK WAY,SACRAMENTO,095833,CA,4,2,1856,Residential,Mon May 19 00:00:00 EDT 2008,215000,38.619675,-121.496903,Mon
3228 I ST,SACRAMENTO,095816,CA,4,3,1939,Residential,Mon May 19 00:00:00 EDT 2008,215000,38.573844,-121.462839,Mon
308 ATKINSON ST,ROSEVILLE,095678,CA,3,1,998,Residential,Mon May 19 00:00:00 EDT 2008,215100,38.746794,-121.29971,Mon
624 HOVEY WAY,ROSEVILLE,095678,CA,3,2,1758,Residential,Mon May 19 00:00:00 EDT 2008,217500,38.756149,-121.306479,Mon
110 COPPER LEAF WAY,SACRAMENTO,095838,CA,3,2,2142,Residential,Mon May 19 00:00:00 EDT 2008,218000,38.658466,-121.460661,Mon
7535 ALMA VISTA WAY,SACRAMENTO,095831,CA,2,1,950,Residential,Mon May 19 00:00:00 EDT 2008,220000,38.48403,-121.507641,Mon
7423 WILSALL CT,ELK GROVE,095758,CA,4,3,1739,Residential,Mon May 19 00:00:00 EDT 2008,221000,38.417026,-121.416821,Mon
8629 VIA ALTA WAY,ELK GROVE,095624,CA,3,2,1516,Residential,Mon May 19 00:00:00 EDT 2008,222900,38.398245,-121.380615,Mon
3318 DAVIDSON DR,ANTELOPE,095843,CA,3,1,988,Residential,Mon May 19 00:00:00 EDT 2008,223139,38.705753,-121.388917,Mon
913 COBDEN CT,GALT,095632,CA,4,2,1555,Residential,Mon May 19 00:00:00 EDT 2008,225500,38.282001,-121.295902,Mon
4419 79TH ST,SACRAMENTO,095820,CA,3,2,1212,Residential,Mon May 19 00:00:00 EDT 2008,228327,38.534827,-121.412545,Mon
3012 SPOONWOOD WAY,SACRAMENTO,095833,CA,4,2,1871,Residential,Mon May 19 00:00:00 EDT 2008,230000,38.62478,-121.523474,Mon
8728 CRYSTAL RIVER WAY,SACRAMENTO,095828,CA,3,2,1302,Residential,Mon May 19 00:00:00 EDT 2008,230000,38.47547,-121.380055,Mon
4709 AMBER LN Unit 1,SACRAMENTO,095841,CA,2,1,756,Condo,Mon May 19 00:00:00 EDT 2008,230522,38.657789,-121.354994,Mon
4508 OLD DAIRY DR,ANTELOPE,095843,CA,4,3,2026,Residential,Mon May 19 00:00:00 EDT 2008,231200,38.72286,-121.358939,Mon
312 RIVER ISLE WAY,SACRAMENTO,095831,CA,3,2,1375,Residential,Mon May 19 00:00:00 EDT 2008,232000,38.49026,-121.550527,Mon
301 OLIVADI WAY,SACRAMENTO,095834,CA,2,2,1250,Condo,Mon May 19 00:00:00 EDT 2008,232500,38.644406,-121.549049,Mon
5636 25TH ST,SACRAMENTO,095822,CA,3,1,1058,Residential,Mon May 19 00:00:00 EDT 2008,233641,38.523828,-121.481139,Mon
8721 SPRUCE RIDGE WAY,ANTELOPE,095843,CA,3,2,1187,Residential,Mon May 19 00:00:00 EDT 2008,234000,38.727657,-121.391028,Mon
7461 WINDBRIDGE DR,SACRAMENTO,095831,CA,2,2,1324,Residential,Mon May 19 00:00:00 EDT 2008,234500,38.48797,-121.530229,Mon
8101 LEMON COVE CT,SACRAMENTO,095828,CA,4,3,1936,Residential,Mon May 19 00:00:00 EDT 2008,235000,38.462981,-121.408288,Mon
10949 SCOTSMAN WAY,RANCHO CORDOVA,095670,CA,5,4,2382,Multi-Family,Mon May 19 00:00:00 EDT 2008,236000,38.603686,-121.277844,Mon
617 WILLOW CREEK DR,FOLSOM,095630,CA,3,2,1427,Residential,Mon May 19 00:00:00 EDT 2008,236073,38.679626,-121.142609,Mon
3301 PARK DR Unit 1914,SACRAMENTO,095835,CA,3,2,1678,Condo,Mon May 19 00:00:00 EDT 2008,238000,38.665296,-121.531993,Mon
709 CIMMARON CT,GALT,095632,CA,4,2,1798,Residential,Mon May 19 00:00:00 EDT 2008,238861,38.277177,-121.303747,Mon
3305 RIO ROCA CT,ANTELOPE,095843,CA,4,3,2652,Residential,Mon May 19 00:00:00 EDT 2008,239700,38.725079,-121.387698,Mon
9080 BEDROCK CT,SACRAMENTO,095829,CA,4,2,1816,Residential,Mon May 19 00:00:00 EDT 2008,240000,38.456939,-121.362965,Mon
100 TOURMALINE CIR,SACRAMENTO,095834,CA,5,3,3076,Residential,Mon May 19 00:00:00 EDT 2008,240000,38.63437,-121.510779,Mon
6411 RED BIRCH WAY,ELK GROVE,095758,CA,4,2,1844,Residential,Mon May 19 00:00:00 EDT 2008,241000,38.43461,-121.429316,Mon
4867 LAGUNA DR,SACRAMENTO,095823,CA,3,2,1306,Residential,Mon May 19 00:00:00 EDT 2008,245000,38.46179,-121.445371,Mon
3662 RIVER DR,SACRAMENTO,095833,CA,4,3,2447,Residential,Mon May 19 00:00:00 EDT 2008,246000,38.604969,-121.54255,Mon
6943 WOLFGRAM WAY,SACRAMENTO,095828,CA,4,2,1176,Residential,Mon May 19 00:00:00 EDT 2008,247234,38.489215,-121.419546,Mon
77 RINETTI WAY,RIO LINDA,095673,CA,4,2,1182,Residential,Mon May 19 00:00:00 EDT 2008,247480,38.687021,-121.463151,Mon
1316 I ST,RIO LINDA,095673,CA,3,1,1160,Residential,Mon May 19 00:00:00 EDT 2008,249862,38.683674,-121.435204,Mon
2130 CATHERWOOD WAY,SACRAMENTO,095835,CA,3,2,1424,Residential,Mon May 19 00:00:00 EDT 2008,251000,38.675506,-121.510987,Mon
8304 JUGLANS DR,ORANGEVALE,095662,CA,4,2,1574,Residential,Mon May 19 00:00:00 EDT 2008,252155,38.691829,-121.249033,Mon
5308 MARBURY WAY,ANTELOPE,095843,CA,3,2,1830,Residential,Mon May 19 00:00:00 EDT 2008,254172,38.710221,-121.341707,Mon
9182 LAKEMONT DR,ELK GROVE,095624,CA,4,2,1724,Residential,Mon May 19 00:00:00 EDT 2008,258000,38.451353,-121.358776,Mon
2231 COUNTRY VILLA CT,AUBURN,095603,CA,2,2,1255,Condo,Mon May 19 00:00:00 EDT 2008,260000,38.931671,-121.097862,Mon
361 MAHONIA CIR,SACRAMENTO,095835,CA,4,3,2175,Residential,Mon May 19 00:00:00 EDT 2008,261000,38.676172,-121.509761,Mon
3427 LA CADENA WAY,SACRAMENTO,095835,CA,4,2,1904,Residential,Mon May 19 00:00:00 EDT 2008,261000,38.681194,-121.537351,Mon
955 BIG SUR CT,EL DORADO HILLS,095762,CA,4,2,1808,Residential,Mon May 19 00:00:00 EDT 2008,262500,38.664347,-121.076529,Mon
11826 DIONYSUS WAY,RANCHO CORDOVA,095742,CA,4,2,2711,Residential,Mon May 19 00:00:00 EDT 2008,266000,38.551046,-121.239411,Mon
5847 DEL CAMPO LN,CARMICHAEL,095608,CA,3,1,1713,Residential,Mon May 19 00:00:00 EDT 2008,266000,38.671995,-121.324339,Mon
5635 FOXVIEW WAY,ELK GROVE,095757,CA,3,2,1457,Residential,Mon May 19 00:00:00 EDT 2008,270000,38.395256,-121.438249,Mon
10372 VIA CINTA CT,ELK GROVE,095757,CA,4,3,2724,Residential,Mon May 19 00:00:00 EDT 2008,274425,38.380089,-121.428186,Mon
7744 SOUTHBREEZE DR,SACRAMENTO,095828,CA,3,2,1468,Residential,Mon May 19 00:00:00 EDT 2008,275336,38.476932,-121.378349,Mon
2242 ABLE WAY,SACRAMENTO,095835,CA,4,3,2550,Residential,Mon May 19 00:00:00 EDT 2008,277980,38.666074,-121.509743,Mon
1042 STARBROOK DR,GALT,095632,CA,4,2,1928,Residential,Mon May 19 00:00:00 EDT 2008,280000,38.285611,-121.293063,Mon
1219 G ST,SACRAMENTO,095814,CA,3,3,1922,Residential,Mon May 19 00:00:00 EDT 2008,284686,38.582818,-121.489096,Mon
6220 OPUS CT,CITRUS HEIGHTS,095621,CA,3,2,1343,Residential,Mon May 19 00:00:00 EDT 2008,284893,38.715853,-121.317095,Mon
5419 HAVENHURST CIR,ROCKLIN,095677,CA,3,2,1510,Residential,Mon May 19 00:00:00 EDT 2008,285000,38.786746,-121.209957,Mon
220 OLD AIRPORT RD,AUBURN,095603,CA,2,2,960,Multi-Family,Mon May 19 00:00:00 EDT 2008,285000,38.939802,-121.054575,Mon
4622 MEYER WAY,CARMICHAEL,095608,CA,4,2,1559,Residential,Mon May 19 00:00:00 EDT 2008,285000,38.64913,-121.310667,Mon
4885 SUMMIT VIEW DR,EL DORADO,095623,CA,3,2,1624,Residential,Mon May 19 00:00:00 EDT 2008,289000,38.673285,-120.879176,Mon
26 JEANROSS CT,SACRAMENTO,095832,CA,5,3,2992,Residential,Mon May 19 00:00:00 EDT 2008,295000,38.473162,-121.491085,Mon
4800 MAPLEPLAIN AVE,ELK GROVE,095758,CA,4,2,2109,Residential,Mon May 19 00:00:00 EDT 2008,296000,38.432848,-121.449237,Mon
10629 BASIE WAY,RANCHO CORDOVA,095670,CA,4,2,1524,Residential,Mon May 19 00:00:00 EDT 2008,296056,38.579,-121.292627,Mon
8612 WILLOW GROVE WAY,SACRAMENTO,095828,CA,3,2,1248,Residential,Mon May 19 00:00:00 EDT 2008,297359,38.464994,-121.386962,Mon
62 DE FER CIR,SACRAMENTO,095823,CA,4,2,1876,Residential,Mon May 19 00:00:00 EDT 2008,299940,38.49254,-121.463316,Mon
3253 ABOTO WAY,RANCHO CORDOVA,095670,CA,4,3,1851,Residential,Mon May 19 00:00:00 EDT 2008,305000,38.57727,-121.285591,Mon
251 CHANGO CIR,SACRAMENTO,095835,CA,4,2,2218,Residential,Mon May 19 00:00:00 EDT 2008,311328,38.68237,-121.539147,Mon
8205 WEYBURN CT,SACRAMENTO,095828,CA,3,2,1394,Residential,Mon May 19 00:00:00 EDT 2008,313138,38.47316,-121.403893,Mon
8788 LA MARGARITA WAY,SACRAMENTO,095828,CA,3,2,1410,Residential,Mon May 19 00:00:00 EDT 2008,316630,38.468185,-121.375694,Mon
5912 DEEPDALE WAY,ELK GROVE,095758,CA,5,3,3468,Residential,Mon May 19 00:00:00 EDT 2008,320000,38.439565,-121.436606,Mon
4712 PISMO BEACH DR,ANTELOPE,095843,CA,5,3,2346,Residential,Mon May 19 00:00:00 EDT 2008,320000,38.707705,-121.354153,Mon
4741 PACIFIC PARK DR,ANTELOPE,095843,CA,5,3,2347,Residential,Mon May 19 00:00:00 EDT 2008,325000,38.709299,-121.353056,Mon
310 GROTH CIR,SACRAMENTO,095834,CA,4,2,1659,Residential,Mon May 19 00:00:00 EDT 2008,328578,38.638764,-121.531827,Mon
6121 WILD FOX CT,ELK GROVE,095757,CA,3,3,2442,Residential,Mon May 19 00:00:00 EDT 2008,331000,38.406758,-121.431669,Mon
29 COOL FOUNTAIN CT,SACRAMENTO,095833,CA,4,2,2155,Residential,Mon May 19 00:00:00 EDT 2008,340000,38.606906,-121.54132,Mon
8909 BILLFISH WAY,SACRAMENTO,095828,CA,3,2,1810,Residential,Mon May 19 00:00:00 EDT 2008,345746,38.475433,-121.372584,Mon
6232 GUS WAY,ELK GROVE,095757,CA,4,2,2789,Residential,Mon May 19 00:00:00 EDT 2008,351000,38.388129,-121.43117,Mon
200 OAKWILDE ST,GALT,095632,CA,4,2,1606,Residential,Mon May 19 00:00:00 EDT 2008,353767,38.2535,-121.31812,Mon
200 ALLAIRE CIR,SACRAMENTO,095835,CA,4,2,2166,Residential,Mon May 19 00:00:00 EDT 2008,356035,38.68318,-121.53484,Mon
5479 NICKMAN WAY,SACRAMENTO,095835,CA,4,2,1871,Residential,Mon May 19 00:00:00 EDT 2008,360552,38.672966,-121.502748,Mon
2103 BURBERRY WAY,SACRAMENTO,095835,CA,3,2,1800,Residential,Mon May 19 00:00:00 EDT 2008,362305,38.67342,-121.508542,Mon
2450 SAN JOSE WAY,SACRAMENTO,095817,CA,3,1,1683,Residential,Mon May 19 00:00:00 EDT 2008,365000,38.553596,-121.459483,Mon
2802 BLACK OAK DR,ROCKLIN,095765,CA,2,2,1596,Residential,Mon May 19 00:00:00 EDT 2008,370000,38.837006,-121.232024,Mon
10112 LAMBEAU CT,ELK GROVE,095757,CA,3,2,1179,Residential,Mon May 19 00:00:00 EDT 2008,378000,38.390328,-121.448022,Mon
3622 CURTIS DR,SACRAMENTO,095818,CA,3,1,1639,Residential,Mon May 19 00:00:00 EDT 2008,388000,38.541735,-121.480098,Mon
11817 OPAL RIDGE WAY,RANCHO CORDOVA,095742,CA,5,3,3281,Residential,Mon May 19 00:00:00 EDT 2008,395100,38.551083,-121.237476,Mon
170 LAGOMARSINO WAY,SACRAMENTO,095819,CA,3,2,1697,Residential,Mon May 19 00:00:00 EDT 2008,400000,38.574894,-121.435806,Mon
3361 ALDER CANYON WAY,ANTELOPE,095843,CA,4,3,2085,Residential,Mon May 19 00:00:00 EDT 2008,408431,38.727649,-121.385656,Mon
398 LINDLEY DR,SACRAMENTO,095815,CA,4,2,1744,Multi-Family,Mon May 19 00:00:00 EDT 2008,416767,38.622359,-121.457582,Mon
169 BAURER CIR,FOLSOM,095630,CA,4,3,1939,Residential,Mon May 19 00:00:00 EDT 2008,423000,38.66695,-121.120729,Mon
1315 KONDOS AVE,SACRAMENTO,095814,CA,2,3,1788,Residential,Mon May 19 00:00:00 EDT 2008,427500,38.571943,-121.492106,Mon
4966 CHARTER RD,ROCKLIN,095765,CA,3,2,1691,Residential,Mon May 19 00:00:00 EDT 2008,430922,38.82553,-121.254698,Mon
9516 LAGUNA LAKE WAY,ELK GROVE,095758,CA,4,2,2002,Residential,Mon May 19 00:00:00 EDT 2008,445000,38.411258,-121.431348,Mon
5201 BLOSSOM RANCH DR,ELK GROVE,095757,CA,4,4,4303,Residential,Mon May 19 00:00:00 EDT 2008,450000,38.399436,-121.444041,Mon
3027 PALMATE WAY,SACRAMENTO,095834,CA,5,3,4246,Residential,Mon May 19 00:00:00 EDT 2008,452000,38.628955,-121.529269,Mon
500 WINCHESTER CT,ROSEVILLE,095661,CA,3,2,2274,Residential,Mon May 19 00:00:00 EDT 2008,470000,38.73988,-121.248929,Mon
6935 ELM TREE LN,ORANGEVALE,095662,CA,4,4,3056,Residential,Mon May 19 00:00:00 EDT 2008,475000,38.693041,-121.23294,Mon
9605 GOLF COURSE LN,ELK GROVE,095758,CA,3,3,2503,Residential,Mon May 19 00:00:00 EDT 2008,484500,38.409689,-121.446059,Mon
100 CHELSEA CT,FOLSOM,095630,CA,3,2,1905,Residential,Mon May 19 00:00:00 EDT 2008,500000,38.69435,-121.177259,Mon
1500 ORANGE HILL LN,PENRYN,095663,CA,3,2,1320,Residential,Mon May 19 00:00:00 EDT 2008,506688,38.862708,-121.162092,Mon
2049 EMPIRE MINE CIR,GOLD RIVER,095670,CA,4,2,3037,Residential,Mon May 19 00:00:00 EDT 2008,528000,38.629299,-121.249021,Mon
9360 MAGOS RD,WILTON,095693,CA,5,2,3741,Residential,Mon May 19 00:00:00 EDT 2008,579093,38.416809,-121.240628,Mon
104 CATLIN CT,FOLSOM,095630,CA,4,3,2660,Residential,Mon May 19 00:00:00 EDT 2008,636000,38.684459,-121.145935,Mon
4734 GIBBONS DR,CARMICHAEL,095608,CA,4,3,3357,Residential,Mon May 19 00:00:00 EDT 2008,668365,38.63558,-121.353639,Mon
4629 DORCHESTER LN,GRANITE BAY,095746,CA,5,3,2896,Residential,Mon May 19 00:00:00 EDT 2008,676200,38.723545,-121.216025,Mon
2400 COUNTRYSIDE DR,PLACERVILLE,095667,CA,3,2,2025,Residential,Mon May 19 00:00:00 EDT 2008,677048,38.737452,-120.910963,Mon
12901 FURLONG DR,WILTON,095693,CA,5,3,3788,Residential,Mon May 19 00:00:00 EDT 2008,691659,38.413535,-121.188211,Mon
6222 CALLE MONTALVO CIR,GRANITE BAY,095746,CA,5,3,3670,Residential,Mon May 19 00:00:00 EDT 2008,760000,38.779435,-121.146676,Mon
8208 WOODYARD WAY,CITRUS HEIGHTS,095621,CA,3,2,1166,Residential,Fri May 16 00:00:00 EDT 2008,30000,38.715322,-121.314787,Fri
15 LOORZ CT,SACRAMENTO,095823,CA,2,1,838,Residential,Fri May 16 00:00:00 EDT 2008,55422,38.471646,-121.435158,Fri
5805 DOTMAR WAY,NORTH HIGHLANDS,095660,CA,2,1,904,Residential,Fri May 16 00:00:00 EDT 2008,63000,38.672642,-121.380343,Fri
2332 CAMBRIDGE ST,SACRAMENTO,095815,CA,2,1,1032,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.608085,-121.449651,Fri
3812 BELDEN ST,SACRAMENTO,095838,CA,2,1,904,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.636833,-121.44164,Fri
3348 40TH ST,SACRAMENTO,095817,CA,2,1,1080,Residential,Fri May 16 00:00:00 EDT 2008,65000,38.544162,-121.460652,Fri
127 QUASAR CIR,SACRAMENTO,095822,CA,2,2,990,Residential,Fri May 16 00:00:00 EDT 2008,66500,38.493504,-121.475304,Fri
3812 CYPRESS ST,SACRAMENTO,095838,CA,2,1,900,Residential,Fri May 16 00:00:00 EDT 2008,71000,38.636877,-121.444948,Fri
5821 64TH ST,SACRAMENTO,095824,CA,2,1,861,Residential,Fri May 16 00:00:00 EDT 2008,75000,38.521202,-121.428146,Fri
8248 CENTER PKWY,SACRAMENTO,095823,CA,2,1,906,Condo,Fri May 16 00:00:00 EDT 2008,77000,38.459002,-121.428794,Fri
1171 SONOMA AVE,SACRAMENTO,095815,CA,2,1,1011,Residential,Fri May 16 00:00:00 EDT 2008,85000,38.6238,-121.439872,Fri
4250 ARDWELL WAY,SACRAMENTO,095823,CA,3,2,1089,Residential,Fri May 16 00:00:00 EDT 2008,95625,38.466938,-121.455631,Fri
3104 CLAY ST,SACRAMENTO,095815,CA,2,1,832,Residential,Fri May 16 00:00:00 EDT 2008,96140,38.62391,-121.439208,Fri
6063 LAND PARK DR,SACRAMENTO,095822,CA,2,1,800,Condo,Fri May 16 00:00:00 EDT 2008,104250,38.517029,-121.513809,Fri
4738 OAKHOLLOW DR,SACRAMENTO,095842,CA,4,2,1292,Residential,Fri May 16 00:00:00 EDT 2008,105000,38.679598,-121.356035,Fri
1401 STERLING ST,SACRAMENTO,095822,CA,2,1,810,Residential,Fri May 16 00:00:00 EDT 2008,108000,38.520319,-121.504727,Fri
3715 DIDCOT CIR,SACRAMENTO,095838,CA,4,2,1064,Residential,Fri May 16 00:00:00 EDT 2008,109000,38.635232,-121.460098,Fri
2426 RASHAWN DR,RANCHO CORDOVA,095670,CA,2,1,911,Residential,Fri May 16 00:00:00 EDT 2008,115000,38.610852,-121.273278,Fri
4800 WESTLAKE PKWY Unit 410,SACRAMENTO,095835,CA,1,1,846,Condo,Fri May 16 00:00:00 EDT 2008,115000,38.658812,-121.542345,Fri
3409 VIRGO ST,SACRAMENTO,095827,CA,3,2,1320,Residential,Fri May 16 00:00:00 EDT 2008,115500,38.563402,-121.327747,Fri
1110 PINEDALE AVE,SACRAMENTO,095838,CA,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,115620,38.660173,-121.440216,Fri
2361 LA LOMA DR,RANCHO CORDOVA,095670,CA,3,2,1115,Residential,Fri May 16 00:00:00 EDT 2008,116000,38.59368,-121.316054,Fri
1455 64TH AVE,SACRAMENTO,095822,CA,3,2,1169,Residential,Fri May 16 00:00:00 EDT 2008,122000,38.492177,-121.503392,Fri
7328 SPRINGMAN ST,SACRAMENTO,095822,CA,3,2,1164,Residential,Fri May 16 00:00:00 EDT 2008,122500,38.491991,-121.477636,Fri
119 SAINT MARIE CIR,SACRAMENTO,095823,CA,4,2,1341,Residential,Fri May 16 00:00:00 EDT 2008,123000,38.481454,-121.446644,Fri
12 COSTA BRASE CT,SACRAMENTO,095838,CA,3,2,1219,Residential,Fri May 16 00:00:00 EDT 2008,124000,38.655554,-121.464275,Fri
6813 SCOTER WAY,SACRAMENTO,095842,CA,4,2,1127,Residential,Fri May 16 00:00:00 EDT 2008,124000,38.69043,-121.361035,Fri
6548 GRAYLOCK LN,NORTH HIGHLANDS,095660,CA,3,2,1272,Residential,Fri May 16 00:00:00 EDT 2008,124413,38.686061,-121.369949,Fri
1630 GLIDDEN AVE,SACRAMENTO,095822,CA,4,2,1253,Residential,Fri May 16 00:00:00 EDT 2008,125000,38.482717,-121.499683,Fri
7825 DALEWOODS WAY,SACRAMENTO,095828,CA,3,2,1120,Residential,Fri May 16 00:00:00 EDT 2008,130000,38.477297,-121.411513,Fri
4073 TRESLER AVE,NORTH HIGHLANDS,095660,CA,2,2,1118,Residential,Fri May 16 00:00:00 EDT 2008,131750,38.659016,-121.370457,Fri
4288 DYMIC WAY,SACRAMENTO,095838,CA,4,3,1890,Residential,Fri May 16 00:00:00 EDT 2008,137721,38.646541,-121.441139,Fri
1158 SAN IGNACIO WAY,SACRAMENTO,095833,CA,3,2,1260,Residential,Fri May 16 00:00:00 EDT 2008,137760,38.623045,-121.486279,Fri
4904 J PKWY,SACRAMENTO,095823,CA,3,2,1400,Residential,Fri May 16 00:00:00 EDT 2008,138000,38.487297,-121.44295,Fri
2931 HOWE AVE,SACRAMENTO,095821,CA,3,1,1264,Residential,Fri May 16 00:00:00 EDT 2008,140000,38.619012,-121.415329,Fri
5531 JANSEN DR,SACRAMENTO,095824,CA,3,1,1060,Residential,Fri May 16 00:00:00 EDT 2008,145000,38.522015,-121.438713,Fri
7836 ORCHARD WOODS CIR,SACRAMENTO,095828,CA,2,2,1132,Residential,Fri May 16 00:00:00 EDT 2008,145000,38.47955,-121.410867,Fri
4055 DEERBROOK DR,SACRAMENTO,095823,CA,3,2,1466,Residential,Fri May 16 00:00:00 EDT 2008,150000,38.472117,-121.459589,Fri
9937 BURLINE ST,SACRAMENTO,095827,CA,3,2,1092,Residential,Fri May 16 00:00:00 EDT 2008,150000,38.559641,-121.32316,Fri
6948 MIRADOR WAY,SACRAMENTO,095828,CA,4,2,1628,Residential,Fri May 16 00:00:00 EDT 2008,151000,38.493484,-121.42035,Fri
4909 RUGER CT,SACRAMENTO,095842,CA,3,2,960,Residential,Fri May 16 00:00:00 EDT 2008,155000,38.68747,-121.349234,Fri
7204 KERSTEN ST,CITRUS HEIGHTS,095621,CA,3,2,1075,Residential,Fri May 16 00:00:00 EDT 2008,155800,38.695863,-121.300814,Fri
3150 ROSEMONT DR,SACRAMENTO,095826,CA,3,2,1428,Residential,Fri May 16 00:00:00 EDT 2008,156142,38.554927,-121.35521,Fri
8200 STEINBECK WAY,SACRAMENTO,095828,CA,4,2,1358,Residential,Fri May 16 00:00:00 EDT 2008,158000,38.474854,-121.404726,Fri
8198 STEVENSON AVE,SACRAMENTO,095828,CA,6,4,2475,Multi-Family,Fri May 16 00:00:00 EDT 2008,159900,38.465271,-121.40426,Fri
6824 OLIVE TREE WAY,CITRUS HEIGHTS,095610,CA,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,160000,38.689239,-121.267737,Fri
3536 SUN MAIDEN WAY,ANTELOPE,095843,CA,3,2,1711,Residential,Fri May 16 00:00:00 EDT 2008,161500,38.70968,-121.382328,Fri
4517 OLYMPIAD WAY,SACRAMENTO,095826,CA,4,2,1483,Residential,Fri May 16 00:00:00 EDT 2008,161600,38.536751,-121.359154,Fri
925 COBDEN CT,GALT,095632,CA,3,2,1140,Residential,Fri May 16 00:00:00 EDT 2008,162000,38.282047,-121.295812,Fri
8225 SCOTTSDALE DR,SACRAMENTO,095828,CA,4,2,1549,Residential,Fri May 16 00:00:00 EDT 2008,165000,38.487864,-121.402476,Fri
8758 LEMAS RD,SACRAMENTO,095828,CA,3,2,1410,Residential,Fri May 16 00:00:00 EDT 2008,165000,38.467487,-121.377055,Fri
6121 ALPINESPRING WAY,ELK GROVE,095758,CA,3,2,1240,Residential,Fri May 16 00:00:00 EDT 2008,167293,38.434075,-121.432623,Fri
5937 YORK GLEN WAY,SACRAMENTO,095842,CA,5,2,1712,Residential,Fri May 16 00:00:00 EDT 2008,168000,38.677003,-121.354454,Fri
6417 SUNNYFIELD WAY,SACRAMENTO,095823,CA,4,2,1580,Residential,Fri May 16 00:00:00 EDT 2008,168000,38.449153,-121.428272,Fri
